id,nom_estab,raz_social,nombre_act,per_ocu,entidad,municipio,telefono,correoelec,www,latitud,longitud,fecha_alta,FAQ's,Chat,Bot,Facebook,Youtube,Twitter,Instagram
6884806,EPOCA HOTELES,EPOCA HOTELES SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555100337/01 55 1083 7700,OFCPUEBLA2017@GMAIL.COM,,19.43409483,-99.13594423,2019-04,0,0,0,0,0,0,0
6256907,EUROSTARS REFORMA/ Exe Suites Reforma ,OPERADORA HOTELERA MICHELANGELO SA DE CV/ Hotusa Hotels S.A: ,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555353136/+34 932087108,ADMINISTRACION@EUROSTARSSUITESREFORMA.COM/reservaciones@eurostarssuitesreforma.com,WWW.EUROSTARSSUITESREFORMA.COM/https://www.exehotels.com/exe-suites-reforma.html,19.43408334,-99.14492998,2010-07,0,1,0,1,0,1,1
6310682,FI CENTRO HISTORICO/FIESTA INN CENTRO HISTÓRICO,POSADAS DE LATINOAMERICA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,014433108137/5214431378728,,WWW.FIESTAINN.COM,19.43504287,-99.14650486,2010-07,1,1,0,1,1,1,0
6317019,FI INSURGENTES SUR/FIESTA INN INSURGENTES SUR,POSADAS DE LATINOAMERICA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,014433108137/5214431378728,,WWW.FIESTAINN.COM,19.39599816,-99.18103378,2010-07,1,1,0,1,1,1,0
6306650,FI INSURGENTES VIADUCTO/FIESTA INN INSURGENTES SUR,POSADAS DE LATINOAMERICA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,014433108137/5214431378728,,WWW.FIESTAINN.COM,19.3999978,-99.17085038,2010-07,1,1,0,1,1,1,0
6317017,Fiesta america SANTA FE,"GRUPO POSADAS, S.A.B. de C.V",Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Álvaro Obregón,18005045050/014433108137,0,https://www.fiestamericana.com/fiesta-americana-reforma?gclid=EAIaIQobChMI-Z_nw67Q4wIVU-d3Ch1wAQO4EAAYAiAAEgIJpvD_BwE,19.36518925,-99.26267015,2010-07,1,1,0,1,1,1,0
6310683,FIESTA INN,"POSADAS DE LATINOAMERICA SA DE CV/GRUPO POSADAS, S.A.B. de C.V",Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Coyoacán,18005045050/014433108137/5214431378728,,WWW.FIESTAINN.COM,19.3021085,-99.16564796,2014-12,1,1,0,1,1,1,0
6309981,FIESTA INN,"POSADAS DE LATINOAMERICA SA DE CV/GRUPO POSADAS, S.A.B. de C.V",Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,18005045050/014433108137/5214431378728,,WWW.FIESTAINN.COM,19.42074009,-99.2179807,2010-07,1,1,0,1,1,1,0
6327153,FIESTA INN AEROPUERTO CIUDAD DE MEXICO,GRUPO POSADAS SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Venustiano Carranza,5551336626/014433108137/5214431378728,VERONICA.AREVALO@POSADAS.COM,WWW.FIESTAINN.COM,19.43490774,-99.08820173,2010-07,1,1,0,1,1,1,0
6258460,FIESTA INN CENTRO HISTÓRICO,GRUPO POSADAS SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,15553266701/014433108137/5214431378728,,WWW.FIESTAINN.COM,19.43500497,-99.14675823,2010-07,1,1,0,1,1,1,0
6813982,FIESTA INN INSURGENTES SUR,"HOTELES Y VILLAS POSADAS SA DE CV/GRUPO POSADAS, S.A.B. de C.V",Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,15553266701/014433108137/5214431378728,,WWW.FIESTAINN.COM,19.36357752,-99.18322204,2017-11,1,1,0,1,1,1,0
6258483,GRAN HOTEL DE LA CIUDAD DE MEXICO,ADMINISTRADORA HOTELERA DEL CENTRO SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5510850350,,https://granhoteldelaciudaddemexico.com.mx/es/contacto-e/,19.43202749,-99.13467699,2010-07,0,0,0,1,0,0,1
6705593,HOLIDAY INN,OPERADORA ALRO SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,15551407780//01 800 000 4000,,WWW.HOLIDAYNN.COM/MEXICOBUENAVISTA,19.44261285,-99.15523623,2016-01,0,1,0,1,0,1,0
6807587,HOLIDAY INN EXPRESS,RECURSOS HUMANOS EN HOTELERIA SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5591505922/01 800 838 5317,CONTABILIDAD@EXPRESSREFORMA.COM,https://www.ihg.com/holidayinnexpress/hotels/us/es/reservation,19.42937701,-99.16149493,2017-11,0,1,0,1,0,1,0
6810207,HOLIDAY INN EXPRESS AT WTC,HOTEL HISTORICO IG SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Benito Juárez,15511641164/01 800 838 5317,RECEPCIOJN@HOLIDAYEXPRESSWTC.COM,"https://www.ihg.com/holidayinnexpress/hotels/us/es/mexico/mexhm/hoteldetail?qDest=Mexico%20City,%20Mexico&qCiD=25&qCoD=26&qCiMy=62019&qCoMy=62019&qAdlt=1&qChld=0&qRms=1&qWch=0&qSmP=1&qIta=99612693&glat=SEAR&setPMCookies=true&qRtP=6CBARC&qAkamaiCC=MX&srb_u=1&qRad=30&qRdU=mi&presentationViewType=null&qSrt=sBR&qBrs=re.ic.in.vn.cp.vx.hi.ex.rs.cv.sb.cw.ma.ul.ki.va#_gl=1*73gdbl*_gcl_aw*R0NMLjE1NjQwNjc0MTIzMjkuRUFJYUlRb2JDaE1JaDUyN2k2M1E0d0lWUXVkM0NoMmRFZ1hfRUFBWUFTQUFFZ0o2QVBEX0J3RQ..",19.39533541,-99.17460056,2017-11,0,1,0,1,0,1,0
6258139,HOLIDAY INN MEXICO COYOACAN,DEUTSCHE BANK MEXICO SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5525952595,yanira.vazquezi@hotelesprisma.com <yanira.vazquezi@hotelesprisma.com>;,"https://www.holidayinn.com/hotels/us/es/mexico/mexci/hoteldetail?fromRedirect=true&qSrt=sBR&qIta=99612693&icdv=99612693&glat=SEAR&qSlH=MEXCI&setPMCookies=true&qDest=Calzada%20De%20Tlalpan%201507,%20Ciudad%20de%20Mexico,%20CMX,%20MX&dp=true&gclid=EAIaIQobChMIhsnasaXQ4wIVVeJ3Ch17zwilEAAYASAAEgKqi_D_BwE&cid=44340&srb_u=1",19.363235,-99.14293575,2010-07,0,1,0,1,0,1,0
6309533,HOLIDAY INN MEXICO DALI AEROPUERTO-PLAZA DALI/HOLIDAY INN MEXICO DALI AEROPUERTO,HOTELERA PLAZA DALI SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Venustiano Carranza,5550360990,info@himexdaliaeropuerto.mx <info@himexdaliaeropuerto.mx>;X,"https://www.ihg.com/holidayinn/hotels/us/es/mexico/mexpd/hoteldetail?qDest=Mexico%20City,%20Mexico&qCiD=25&qCoD=26&qCiMy=62019&qCoMy=62019&qAdlt=1&qChld=0&qRms=1&qWch=0&qSmP=1&qIta=99612693&glat=SEAR&setPMCookies=true&qRtP=6CBARC&qAkamaiCC=MX&srb_u=1&qRad=30&qRdU=mi&presentationViewType=null&qSrt=sBR&qBrs=re.ic.in.vn.cp.vx.hi.ex.rs.cv.sb.cw.ma.ul.ki.va#_gl=1*1cj7nln*_gcl_aw*R0NMLjE1NjQwNjc0MTIzMjkuRUFJYUlRb2JDaE1JaDUyN2k2M1E0d0lWUXVkM0NoMmRFZ1hfRUFBWUFTQUFFZ0o2QVBEX0J3RQ..",19.40573207,-99.11918637,2010-07,0,1,0,1,0,1,0
6324608,HOTEL ABASTOS PLAZA,PROMOCIONES TURISTICAS ABASTO SA DE CV/Copyright Hoteles Abastos Plaza,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Iztapalapa,5556002324,HABASTOSPLAZA@PRODIGY.NET.MX/reservaciones@hotelbastosplaza.com.mx,http://www.hotelabastosplaza.com.mx/,19.38238899,-99.07819784,2010-07,0,0,0,1,1,0,0
6317777,HOTEL ARANJUEZ,HOTELERA ARANJUEZ SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5555361901,HOTELERAARANJUEZ@HOTMAIL.COM/reservacionesaranjuezdf@hotmail.com,WWW.HOTELERAARANJUEZ.COM,19.40175915,-99.13699322,2010-07,0,0,0,1,0,0,0
6317558,HOTEL AVANDARO,"HOTEL AVANDARO SA DE CV/DESARROLLOS AVÁNDARO, S.A. DE C.V",Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuajimalpa de Morelos,52796366/01 (726) 266 0370,MMEJIA@GRUPOAAVANDARO.COM.MC/ reservaciones@hotelavandero.com.mx,WWW.HOTELAVANDARO.COM.MX,19.35878484,-99.2724686,2010-07,0,0,0,1,1,0,1
6259227,HOTEL AZORES,AZORES HOTEL SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555215220,HOTELAZORES@YAHOO.COM.MX/hotelazores@yahoo.com.mx ,WWW.HOTELAZORES.COM.MX/https://hotelazores.com/,19.43651274,-99.13365202,2010-07,1,0,0,1,0,0,0
6304669,HOTEL BENIDORM,HOTEL COSTA BRAVA SA,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552650800,CONTABILIDAD@BENIDOM.COM.MX/reservaciones@benidorm.com.mx,http://www.benidorm.com.mx/2016/,19.4144632,-99.15478153,2010-07,0,0,0,1,0,1,0
6304260,HOTEL BRISTOL,INMOBILIARIA PASEO DE LA REFORMA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555336060,SERGIOMTZ@HOTELBRISTOL.COM.MX/reservaciones@hotelbristol.com.mx,WWW.HOTELBRISTOL.COM.MX,19.43115676,-99.16680961,2010-07,0,0,0,1,0,1,0
6327151,HOTEL CAMINO REAL AEROPUERTO,"TURISTICA CADIZ SA DE CV/GRUPO REAL TURISMO, S. A. de C. V.",Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Venustiano Carranza,5530030033//018009997325/5262622,ADRIAN.VEGA@CAMINOREAL.COM.MX,WWW.CAMINOREAL.COM,19.43518096,-99.0855677,2010-07,0,1,0,1,0,1,1
6315143,HOTEL CAMINO REAL POLANCO MEXICO,"ADMINISTRADORA DE HOTELES GRT SA DE CV/GRUPO REAL TURISMO, S. A. de C. V.",Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5552638811/018009997325/5262622,,WWW.CAMINOREAL.COM,19.42763256,-99.17948797,2010-07,0,1,0,1,0,1,1
6256950,HOTEL CASA BLANCA,UNION IMPULSORA DE HOTELES SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5550964500,HOTEL@HOTEL-CASABLANCA.COM.MX/reservaciones@hotel-casablanca.com.mx,WWW.HOTEL-CASABLANCA.COM.MX,19.43452696,-99.15347667,2010-07,0,0,0,1,0,1,1
6304725,HOTEL CENTURY ZONA ROSA,INMOBILIARIA JEVI SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5557269911,reservas@century.com.mx,https://www.century.com.mx/,19.4238755,-99.16473983,2010-07,0,1,1,0,1,1,1
6317407,HOTEL COMFORT INN SANTA FE,OPERADORA INSTITUCION SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Álvaro Obregón,5547482100,reservaciones@comfortinnsantafe.com,WWW.HOTELCONFORTINNSANTAFE.COM,19.37488888,-99.26130746,2014-12,0,0,0,1,0,0,1
6323821,HOTEL CORONA REAL,PONTE SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5555981786,HOTEL.CORONA@LIVE.COM.MX,https://hotelcoronareal.business.site/,19.37542802,-99.18603377,2010-07,0,0,0,0,0,0,0
6314325,HOTEL DEL BOSQUE,HOTELES MEXICANOS SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,,,http://del-bosque.mexico-city-hotels.net/es/,19.43164451,-99.17301343,2010-07,0,0,0,0,0,0,0
6258174,HOTEL DEL PRADO,HOTELERA GALERIAS SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5552606091/5552833400,CONTRALORIA@HOTELDELPRADO.COM.MX/ reservaciones@hoteldelprado.com.mx/gerenciadeventas@hoteldelprado.com.mx,https://hoteldelprado.com.mx/,19.43721488,-99.17156781,2010-07,0,0,0,0,0,0,0
6310653,HOTEL DOWNTOWN MEXICO,HOTEL HABITA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,51306830,contact@downtownmexico.com,https://www.downtownmexico.com/,19.43280389,-99.13628607,2010-07,0,1,0,1,0,1,1
6256948,HOTEL EL EJECUTIVO REFORMA,"ADMINISTRADORA HOTELERA DEL CENTRO SA DE CV/Consorcio Hotelero del Hotel El Ejecutivo, S.A. de C.V",Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555666422/5510850351,INFO@ELEJECUTIVO.COM.MX/reservaciones@hotelejecutivo.com.mx,WWW.HOTELELEJECUTIVO.COM/https://hotelelejecutivo.com.mx/es/contacto/,19.43069077,-99.15759572,2010-07,0,0,0,1,0,0,1
6258444,HOTEL EMPORIO,OPERADORA TURISTICA EMPORIO REFORMA SA DE CV/Grupo Diestra S.A de C.V,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555667766/018001110224,MEXICO.RESERVACIONES@HOTELESEMPORIO.COM,WWW.HOTELESEMPORIO.COM,19.43172292,-99.15694685,2014-12,0,0,0,1,0,1,1
6257098,HOTEL FIESTA AMERICANA REFORMA,GRUPO POSADAS SAB DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5551404100/014433108137,,https://www.fiestamericana.com/fiesta-americana-reforma?gclid=EAIaIQobChMI-Z_nw67Q4wIVU-d3Ch1wAQO4EAAYAiAAEgIJpvD_BwE,19.4325147,-99.15495164,2010-07,1,1,0,1,1,1,0
6733880,HOTEL FIESTA AMERICANO GRAND CHAPULTEPEC/Grand Fiesta Americana Chapultepec ,GRUPO POSADAS SAB DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,14433108137,,https://www.grandfiestamericana.com/,19.42491666,-99.17830387,2016-10,1,1,0,1,1,1,0
6232470,HOTEL FIESTA INN PERIFERICO SUR,GRUPO POSADAS SAB DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Coyoacán,012233108137/4431378728,,https://www.fiestainn.com,19.30217343,-99.16560967,2010-07,1,1,0,1,1,1,0
6304581,HOTEL FONTAN REFORMA,GRUPO HOTELERO EMPRESARIAL SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555026300,GERENCIA@HOTELFONTANREFORMA.COM.MX/reservaciones@hotelfontanreforma.com,WWW.HOTELFONTANREFORMA.COM.MX,19.43642238,-99.14758899,2010-07,0,0,0,1,1,1,1
6317023,HOTEL FOUR POINTS BY SHERATON MÉXICO CITY COL ROMA,HOTEL SORA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5510859500,GUILLERMO.BERMUDEZ@FOURPOINTSMXROMA.COM,WWW.FOURPOINTSMX.COM/https://www.espanol.marriott.com/hotels/travel/mexfp-four-points-mexico-city-colonia-roma/,19.41867247,-99.1566234,2010-07,1,0,0,1,1,1,1
6305129,HOTEL FOUR SEASON MEXICO DF,INMOBILIARIA NACIONAL MEXICANA S A P I DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552301818/5552301809,JUAN.CHAVARIN@FOURSEASONS.COM,WWW.FOURSEASONS.COM,19.42200337,-99.17370848,2010-07,0,0,0,1,1,1,1
6257002,HOTEL GALERIA PLAZA,VARHAM SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552110014/5553391010/5552301712,galeriaplazahotels@brisas.com.mx/galeria.plaza@brisas.com.mx,WWW.GALERIAPLAZAHOTELS.COM.MX,19.42468516,-99.16802113,2010-07,0,0,0,1,0,1,1
6786528,HOTEL GENEVE,HOTEL GENEVE SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5550800800,reservahg@hotelgeneve.com.mx,https://www.hotelgeneve.com.mx/es/contacto/,19.4252551,-99.16418078,2017-03,0,0,0,1,0,0,1
6256956,HOTEL GILLOW,HOTEL GILLOW SA,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,15555181440,C.PJULIO@HOTMAIL.COM/reservaciones@hotelgillow.com,http://www.hotelgillow.com/habitaciones.html,19.43398256,-99.1361994,2010-07,0,0,0,1,0,0,0
6257231,HOTEL GRAND FIESTA AMERICANA CHAPULTEPEC,GRUPO POSADAS S A B DE C V,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5525811500/+5214431378728/014433108137,FABIOLAALMAZAN@POSADAS.COM,WWW.POSADAS.COM/https://www.grandfiestamericana.com/destinations/ciudad-de-mexico,19.42492368,-99.17828504,2010-07,1,1,0,1,1,0,1
6305287,HOTEL GRAND PRIX,PROMOCIONES TURISTICAS HERCA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Iztacalco,5556480066,CONTABILIDAD@HOTELGRANDPRIX.COM.MX/reservaciones@hotelgrandprix.com.mx,,19.40245427,-99.09765669,2010-07,0,1,0,1,0,1,0
6317310,HOTEL HABITA DISTRITO FEDERAL,HOTEL HABITA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuajimalpa de Morelos,52822199/52823100,,https://www.hotelhabita.com/,19.36029015,-99.27990459,2012-06,0,1,0,1,0,1,1
6308696,HOTEL HABITA POLANCO,HOTEL HABITA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,52822199/52823100,,https://www.hotelhabita.com/,19.43151795,-99.18988039,2010-07,0,1,0,1,0,1,1
6325034,HOTEL HILTON MÉXICO CITY-REFORMA,OPERADORA HOTEL CENTRO HISTORICO S DE RL DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5551305300,NANCY.NOTSUKA@HILTON.COM/MEXRF_GuestService@hilton.com,WWW.HILTON.COM/https://www.hiltonhotels.com/es_XM/mexico/hilton-mexico-city-reforma/,19.43500393,-99.1462293,2010-07,0,0,0,0,0,0,0
6868741,HOTEL HILTON SANTA FE,INMOBILIARIA EN HOTELERIA VALLARTA SANTA FE S DE RL DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuajimalpa de Morelos,5552614569/5559859008,,https://www.hiltonhotels.com/es_XM/mexico/hilton-mexico-city-santa-fe/,19.35948713,-99.27912306,2019-04,0,0,0,0,0,0,0
6257969,HOTEL HOLIDAY INN,OPERADORA HOTELERA ROYAL SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5552789950/018008385317,,https://www.holidayinn.com,19.38781216,-99.18634264,2010-07,0,1,0,1,0,1,0
6258142,HOTEL HOLIDAY INN PLAZA UNIVERSIDAD/Holiday Inn Mexico City-Plaza Universidad,HOTEL ROYAL PLAZA SA DE CV/InterContinental Hotels Group,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Benito Juárez,5591837700,reservaciones1@hiplazauniversidad.com ,WWW.HIPLAZAUNIVERSIDAD.COM/https://www.ihg.com/holidayinn/hotels/us/es/mexico/mexaa/hoteldetail,19.36769926,-99.16255575,2010-07,0,1,0,1,0,1,0
6315114,HOTEL HYATT REGENCY,HR MC HOTEL COMPANY S DE RL DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5552801111/50831234,MARITZA.OCAMPO@HYATT.COM,https://www.hyatt.com/es-ES/hotel/mexico/hyatt-regency-mexico-city/mexhr/rooms,19.42781006,-99.19300539,2011-03,1,0,0,1,1,1,1
6256872,HOTEL IMPERIAL,PROMOTORA DE HOTELES IMPERIAL SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5557054911,RH.HOTELIMPERIAL@OUTLOOK.COM,WWW.HOTELIMPERIAL.MX,19.43318947,-99.15381081,2010-07,0,0,0,0,0,0,0
6315620,HOTEL JW MARRIOTT,ELCRISA SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5559990000,ANA.MATAGONZALEZ@MARRIOTTHOTES.COM,https://www.marriott.com/,19.42685103,-99.19504307,2010-07,1,1,0,1,1,1,1
6256944,HOTEL LAILA,HOTELES ROMANO SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552427750/018008903687,CONTRALORIA@LAILAHOTELS.COM/reservaciones@lailahotels.com,WWW.LAILA.COM/https://www.lailahotels.com/es,19.42691492,-99.17233523,2010-07,0,0,0,1,0,1,1
6257298,HOTEL LAS ALCOBAS,OPREM 390 SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,55330039070/52 (55) 3300 3900,RLECHUGA@LASALCOBAS/reservations@lasalcobas.com,WWW.LASALCOBAS.COM,19.43168842,-99.19780164,2010-07,1,0,0,1,0,1,1
6256928,HOTEL MAJESTIC,GRUPO HOTELERO MAJESTIC SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555218600,RESERVACIONES@HOTELMAJESTI.COM.MX/gerenciageneral@hotelmajestic.com.mx/ventas@hotelmajestic.com.mx/reservaciones@hotelmajestic.com.mx,WWW.HOTELESMAJESTIC.COM.MX,19.43311504,-99.13434454,2010-07,0,0,0,1,0,1,0
6325236,HOTEL MANALBA,HOTELERA ARTES SA,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555666066,GERENCIA@HOTELMALBA.COM.MX/reservaciones@hotelmanalba.com.mx,https://www.hotelmanalba.com.mx/,19.43401102,-99.15521831,2010-07,0,0,0,0,0,0,0
